TransactionID,CustomerID,AccountID,AccountType,TransactionType,Product,Firm,Region,Manager,TransactionDate,TransactionAmount,AccountBalance,RiskScore,CreditRating,TenureMonths,Month,Year,TransactionCategory,GapDays
99,CUST2188,ACC50439,Credit,Withdrawal,Mutual Fund,Firm B,East,Manager 2,2023-07-25,40122.96741,33029.48899,0.325403668,516,27,2023-07,2023,Debit,154.0
123,CUST3041,ACC50439,Loan,Deposit,Mutual Fund,Firm D,West,Manager 3,2023-11-29,24003.9062,99778.43703,0.627184736,841,134,2023-11,2023,Credit,127.0
37,CUST6937,ACC50439,Credit,Withdrawal,Personal Loan,Firm B,Central,Manager 2,2024-03-22,97674.69217,19727.51641,0.294506632,792,168,2024-03,2024,Debit,114.0
37,CUST5351,ACC50817,Loan,Withdrawal,Home Loan,Firm B,South,Manager 2,2023-07-17,18709.96503,72518.71671,0.630377572,573,54,2023-07,2023,Debit,157.0
1,CUST9683,ACC50817,Credit,Transfer,Savings Account,Firm A,West,Manager 4,2023-10-20,55650.16959,92208.04237,0.539875528,796,222,2023-10,2023,Debit,87.0
155,CUST5500,ACC51009,Credit,Deposit,Savings Account,Firm A,South,Manager 4,2023-10-19,32232.96758,22103.6682,0.082279374,563,110,2023-10,2023,Credit,64.0
92,CUST5320,ACC51593,Savings,Withdrawal,Savings Account,Firm C,South,Manager 2,2023-05-08,80087.77587,80344.11545,0.732625155,755,165,2023-05,2023,Debit,81.0
155,CUST3015,ACC51593,Loan,Withdrawal,Credit Card,Firm E,West,Manager 3,2023-07-30,87421.92578,82220.29537,0.263750375,660,166,2023-07,2023,Debit,83.0
69,CUST6029,ACC51593,Current,Deposit,Home Loan,Firm B,West,Manager 4,2024-01-08,93937.94765,92300.782,0.605475759,621,138,2024-01,2024,Credit,162.0
98,CUST7120,ACC53466,Savings,Payment,Personal Loan,Firm A,North,Manager 2,2023-06-19,38198.36294,26341.90205,0.580088285,622,218,2023-06,2023,Debit,153.0
39,CUST4595,ACC53466,Credit,Withdrawal,Credit Card,Firm A,West,Manager 3,2023-12-24,30625.26484,83699.11043,0.147050546,715,60,2023-12,2023,Debit,188.0
11,CUST7120,ACC53865,Loan,Payment,Personal Loan,Firm E,West,Manager 3,2024-06-21,22185.43995,106809.9807,0.361023734,547,105,2024-06,2024,Debit,528.0
81,CUST7002,ACC54589,Loan,Payment,Home Loan,Firm D,South,Manager 3,2023-09-26,54141.25934,3709.653463,0.13577817,430,207,2023-09,2023,Debit,99.0
161,CUST9564,ACC54589,Credit,Transfer,Home Loan,Firm D,Central,Manager 2,2024-02-05,108673.839,108556.5204,1.082311782,823,178,2024-02,2024,Debit,80.0
162,CUST2805,ACC55331,Loan,Withdrawal,Credit Card,Firm A,North,Manager 2,2023-11-21,28831.29752,18395.52189,0.04248353,376,225,2023-11,2023,Debit,295.0
42,CUST2541,ACC55331,Credit,Withdrawal,Home Loan,Firm D,Central,Manager 4,2024-02-05,59141.11524,35288.67856,0.309628756,848,134,2024-02,2024,Debit,76.0
56,CUST7459,ACC55729,Credit,Payment,Credit Card,Firm D,East,Manager 1,2023-10-06,67575.08507,60162.22571,0.327989053,378,194,2023-10,2023,Debit,213.0
136,CUST9439,ACC55729,Current,Withdrawal,Home Loan,Firm D,Central,Manager 3,2024-05-22,52368.93797,38046.7187,0.461496467,673,32,2024-05,2024,Debit,229.0
166,CUST3315,ACC57516,Loan,Transfer,Savings Account,Firm A,South,Manager 3,2023-10-22,77753.77381,19620.06165,0.328938834,409,105,2023-10,2023,Debit,170.0
63,CUST7173,ACC57516,Loan,Payment,Mutual Fund,Firm D,East,Manager 4,2024-02-17,17767.98572,65164.18537,0.99182875,796,224,2024-02,2024,Debit,91.0
194,CUST1962,ACC57597,Credit,Transfer,Savings Account,Firm E,North,Manager 3,2023-05-15,74648.33023,75612.47861,0.337384186,309,155,2023-05,2023,Debit,83.0
160,CUST3306,ACC57597,Credit,Transfer,Mutual Fund,Firm A,Central,Manager 3,2023-10-20,32348.97184,121936.6275,0.426873105,469,220,2023-10,2023,Debit,158.0
198,CUST8874,ACC57597,Credit,Transfer,Credit Card,Firm A,West,Manager 3,2024-04-25,101179.1686,57361.74978,0.418398063,493,68,2024-04,2024,Debit,188.0
64,CUST5920,ACC57700,Loan,Transfer,Home Loan,Firm C,West,Manager 3,2024-02-06,56229.26284,53437.20401,1.145058221,345,148,2024-02,2024,Debit,233.0
179,CUST4241,ACC57872,Loan,Transfer,Personal Loan,Firm C,West,Manager 2,2023-10-18,86544.75121,81717.19069,0.729375989,599,223,2023-10,2023,Debit,190.0
66,CUST4438,ACC58078,Savings,Deposit,Savings Account,Firm C,West,Manager 3,2023-05-11,26948.93519,55419.23593,0.508923997,718,129,2023-05,2023,Credit,88.0
153,CUST6526,ACC58078,Credit,Withdrawal,Mutual Fund,Firm A,Central,Manager 2,2024-01-20,21365.5765,82729.66062,0.545862142,654,45,2024-01,2024,Debit,254.0
126,CUST5894,ACC58078,Loan,Transfer,Personal Loan,Firm C,East,Manager 3,2024-06-11,51347.72171,72280.27486,0.551041902,333,99,2024-06,2024,Debit,143.0
158,CUST2412,ACC58667,Current,Withdrawal,Home Loan,Firm A,West,Manager 4,2023-04-11,55090.2471,48248.00244,0.135276105,704,169,2023-04,2023,Debit,73.0
57,CUST9439,ACC58667,Credit,Withdrawal,Home Loan,Firm B,North,Manager 3,2023-09-13,28531.6196,69271.33174,0.645044546,513,63,2023-09,2023,Debit,155.0
63,CUST4625,ACC58667,Savings,Transfer,Credit Card,Firm D,West,Manager 2,2023-11-28,78415.16632,91470.29536,0.398999117,509,170,2023-11,2023,Debit,76.0
18,CUST2443,ACC60432,Credit,Transfer,Credit Card,Firm D,West,Manager 1,2023-08-06,30302.69216,63232.42005,0.718390579,465,17,2023-08,2023,Debit,111.0
98,CUST1498,ACC60432,Current,Transfer,Home Loan,Firm B,Central,Manager 3,2024-02-09,7497.952844,56881.25367,0.461536677,691,212,2024-02,2024,Debit,138.0
130,CUST8344,ACC60432,Current,Withdrawal,Home Loan,Firm D,Central,Manager 1,2024-05-15,44087.80826,101049.1672,0.862042547,725,236,2024-05,2024,Debit,96.0
10,CUST7173,ACC61926,Credit,Deposit,Mutual Fund,Firm D,West,Manager 4,2024-05-15,4468.028806,77515.75201,0.705600394,709,141,2024-05,2024,Credit,378.0
53,CUST9038,ACC64022,Savings,Deposit,Home Loan,Firm A,West,Manager 1,2024-01-01,76778.54492,111888.5617,0.827875337,801,182,2024-01,2024,Credit,300.0
181,CUST8461,ACC64022,Current,Withdrawal,Savings Account,Firm C,Central,Manager 2,2024-05-27,49842.01448,89498.33985,0.225772251,350,169,2024-05,2024,Debit,147.0
75,CUST5574,ACC64785,Loan,Deposit,Home Loan,Firm B,South,Manager 3,2023-12-21,109616.2414,50029.63819,0.205163274,573,20,2023-12,2023,Credit,186.0
135,CUST8028,ACC64785,Savings,Transfer,Personal Loan,Firm B,North,Manager 2,2024-04-25,68978.99622,105103.5047,0.652723854,472,229,2024-04,2024,Debit,126.0
106,CUST6937,ACC65144,Savings,Transfer,Mutual Fund,Firm D,East,Manager 3,2023-07-06,57508.00185,19847.81739,0.909006427,748,72,2023-07,2023,Debit,122.0
50,CUST1042,ACC65144,Savings,Withdrawal,Home Loan,Firm A,Central,Manager 3,2024-03-28,83443.83846,59260.74405,0.366774084,505,200,2024-03,2024,Debit,266.0
72,CUST9754,ACC65545,Savings,Payment,Personal Loan,Firm B,Central,Manager 2,2023-10-31,31228.84045,54148.75773,0.343344203,565,95,2023-10,2023,Debit,179.0
47,CUST4126,ACC65545,Credit,Withdrawal,Credit Card,Firm B,South,Manager 1,2024-02-17,-16109.47732,82225.00168,0.640823057,627,131,2024-02,2024,Debit,109.0
105,CUST5610,ACC65545,Loan,Withdrawal,Personal Loan,Firm C,North,Manager 4,2024-05-15,70019.62572,82132.48491,0.250997068,530,168,2024-05,2024,Debit,88.0
113,CUST4438,ACC66086,Credit,Transfer,Credit Card,Firm C,East,Manager 3,2023-12-17,63737.99772,109226.9751,0.30776868,786,103,2023-12,2023,Debit,102.0
53,CUST4769,ACC66086,Credit,Transfer,Personal Loan,Firm A,West,Manager 1,2024-03-01,48786.13278,39126.14626,0.395125252,757,149,2024-03,2024,Debit,75.0
136,CUST6350,ACC66190,Credit,Transfer,Credit Card,Firm C,South,Manager 3,2023-08-23,92721.49019,52351.34489,0.337852276,515,15,2023-08,2023,Debit,78.0
117,CUST6776,ACC66190,Savings,Withdrawal,Home Loan,Firm A,South,Manager 4,2024-04-15,76141.66909,65509.47083,0.44729998,608,90,2024-04,2024,Debit,180.0
165,CUST8461,ACC67701,Loan,Transfer,Credit Card,Firm C,East,Manager 3,2023-05-29,42658.86212,86800.95351,0.170135313,457,137,2023-05,2023,Debit,136.0
107,CUST1888,ACC67701,Savings,Payment,Credit Card,Firm D,Central,Manager 1,2023-09-11,36325.14144,94697.83192,0.548722988,848,167,2023-09,2023,Debit,105.0
185,CUST8266,ACC67701,Current,Withdrawal,Credit Card,Firm E,South,Manager 3,2024-05-02,44812.08355,59825.02636,0.405281174,442,214,2024-05,2024,Debit,192.0
116,CUST5912,ACC67713,Savings,Deposit,Mutual Fund,Firm D,North,Manager 2,2024-01-04,57690.60114,62788.17682,0.709026809,523,144,2024-01,2024,Credit,322.0
52,CUST9248,ACC69323,Current,Payment,Personal Loan,Firm B,North,Manager 2,2023-08-22,65974.35892,51552.66567,0.256656401,467,118,2023-08,2023,Debit,172.0
6,CUST1376,ACC69323,Loan,Withdrawal,Mutual Fund,Firm E,North,Manager 2,2024-02-05,33161.72178,109728.1897,0.37558359,670,147,2024-02,2024,Debit,150.0
77,CUST4360,ACC70314,Loan,Payment,Savings Account,Firm B,South,Manager 1,2023-07-01,48377.6431,116825.3736,0.36364051,717,146,2023-07,2023,Debit,161.0
32,CUST6319,ACC70314,Savings,Withdrawal,Mutual Fund,Firm A,South,Manager 2,2023-09-08,27437.88396,49218.99362,0.474379813,490,102,2023-09,2023,Debit,69.0
138,CUST8288,ACC70314,Credit,Transfer,Mutual Fund,Firm C,Central,Manager 4,2023-11-21,8361.067869,81715.97061,0.369649174,311,102,2023-11,2023,Debit,74.0
142,CUST2871,ACC70460,Current,Payment,Home Loan,Firm C,West,Manager 1,2023-05-29,43413.12209,87136.6963,0.224742722,362,28,2023-05,2023,Debit,80.0
20,CUST8028,ACC70460,Savings,Deposit,Credit Card,Firm B,South,Manager 1,2023-10-03,7915.281556,15831.47314,0.07594596,792,235,2023-10,2023,Credit,127.0
94,CUST7493,ACC70741,Loan,Transfer,Home Loan,Firm E,West,Manager 1,2023-05-03,79045.52051,96012.56231,0.194295542,800,136,2023-05,2023,Debit,110.0
48,CUST3153,ACC71388,Loan,Payment,Mutual Fund,Firm B,South,Manager 1,2023-11-06,49104.93573,64952.73863,0.554535209,836,47,2023-11,2023,Debit,211.0
116,CUST9216,ACC71388,Savings,Withdrawal,Home Loan,Firm A,South,Manager 4,2024-05-27,122857.8311,71249.53038,0.584712916,436,177,2024-05,2024,Debit,203.0
20,CUST4595,ACC71938,Savings,Withdrawal,Savings Account,Firm D,South,Manager 1,2023-10-19,17919.56015,69512.24467,0.549873797,786,192,2023-10,2023,Debit,286.0
48,CUST6082,ACC71938,Loan,Payment,Savings Account,Firm B,North,Manager 2,2024-03-05,109852.8031,-12493.95639,-0.000777933,529,118,2024-03,2024,Debit,97.0
19,CUST1189,ACC72197,Savings,Payment,Home Loan,Firm D,East,Manager 2,2023-08-10,96360.15829,34160.09806,0.280014301,767,199,2023-08,2023,Debit,156.0
141,CUST3810,ACC72197,Credit,Withdrawal,Home Loan,Firm E,West,Manager 4,2024-01-29,12927.6372,-14934.03449,0.305936409,836,236,2024-01,2024,Debit,172.0
5,CUST5705,ACC72197,Current,Withdrawal,Personal Loan,Firm A,East,Manager 2,2024-05-02,39859.95635,75756.92285,0.566581218,770,12,2024-05,2024,Debit,94.0
119,CUST4360,ACC73104,Current,Withdrawal,Savings Account,Firm B,South,Manager 2,2023-09-28,26089.56623,59254.82522,0.552929485,845,51,2023-09,2023,Debit,250.0
105,CUST2694,ACC74631,Loan,Payment,Personal Loan,Firm C,North,Manager 3,2023-12-25,73064.28556,15540.86429,0.580571156,561,40,2023-12,2023,Debit,136.0
164,CUST7120,ACC74656,Credit,Withdrawal,Mutual Fund,Firm B,North,Manager 2,2023-12-17,22534.15353,54613.89366,0.600388707,623,18,2023-12,2023,Debit,121.0
133,CUST7994,ACC74656,Current,Transfer,Personal Loan,Firm C,Central,Manager 1,2024-06-08,30447.65406,67023.09591,0.093427212,502,74,2024-06,2024,Debit,174.0
61,CUST5320,ACC75675,Credit,Deposit,Mutual Fund,Firm C,West,Manager 4,2023-06-18,56999.73579,112722.4702,0.453423955,705,97,2023-06,2023,Credit,134.0
42,CUST7395,ACC75675,Savings,Transfer,Credit Card,Firm D,West,Manager 2,2023-09-08,39854.23201,88614.59685,0.364896962,628,217,2023-09,2023,Debit,82.0
69,CUST7120,ACC75675,Credit,Transfer,Home Loan,Firm E,Central,Manager 4,2023-12-25,52195.04459,79851.49501,0.567003376,824,164,2023-12,2023,Debit,86.0
68,CUST2427,ACC75675,Loan,Transfer,Credit Card,Firm C,East,Manager 4,2024-06-11,60813.11004,48467.24699,1.017737761,837,125,2024-06,2024,Debit,169.0
89,CUST8416,ACC75767,Credit,Transfer,Savings Account,Firm E,West,Manager 4,2023-05-12,79920.76373,43231.14012,0.301471947,820,23,2023-05,2023,Debit,111.0
96,CUST2067,ACC75767,Savings,Payment,Credit Card,Firm D,West,Manager 3,2023-08-22,51819.39991,85028.9469,0.281526616,375,188,2023-08,2023,Debit,102.0
173,CUST1189,ACC75767,Savings,Deposit,Savings Account,Firm B,East,Manager 3,2023-10-31,103794.7366,71164.34386,0.765661052,696,126,2023-10,2023,Credit,70.0
124,CUST3810,ACC75767,Savings,Transfer,Savings Account,Firm D,South,Manager 4,2024-05-27,50891.05504,91684.90984,0.958379809,701,19,2024-05,2024,Debit,209.0
74,CUST1888,ACC76549,Savings,Deposit,Savings Account,Firm A,East,Manager 4,2023-07-26,47761.52447,32863.90428,0.437622743,310,57,2023-07,2023,Credit,84.0
126,CUST5705,ACC76549,Loan,Transfer,Mutual Fund,Firm E,West,Manager 2,2024-01-01,13505.71863,90683.96518,0.306096608,353,161,2024-01,2024,Debit,113.0
163,CUST2188,ACC76597,Current,Payment,Personal Loan,Firm B,Central,Manager 3,2023-05-12,79844.7596,7800.507429,0.811947298,305,163,2023-05,2023,Debit,130.0
113,CUST3725,ACC76597,Current,Payment,Credit Card,Firm C,South,Manager 1,2023-10-22,49561.19622,89209.14214,0.373242038,434,65,2023-10,2023,Debit,163.0
57,CUST7173,ACC76597,Savings,Withdrawal,Mutual Fund,Firm A,West,Manager 1,2024-06-21,36815.70123,48372.96654,0.502899882,602,225,2024-06,2024,Debit,205.0
54,CUST6776,ACC76699,Loan,Transfer,Credit Card,Firm D,East,Manager 3,2023-08-18,85526.38085,146314.3592,0.351080124,777,194,2023-08,2023,Debit,189.0
154,CUST1497,ACC77533,Credit,Payment,Mutual Fund,Firm B,West,Manager 3,2023-07-17,52266.24698,45458.3388,0.522411231,423,234,2023-07,2023,Debit,131.0
155,CUST9216,ACC77533,Current,Transfer,Savings Account,Firm C,West,Manager 4,2023-10-24,98185.77957,112249.9474,1.016696096,457,151,2023-10,2023,Debit,99.0
58,CUST4241,ACC77592,Current,Withdrawal,Savings Account,Firm E,Central,Manager 4,2023-07-06,81276.93321,122527.3788,0.68179564,629,56,2023-07,2023,Debit,64.0
49,CUST6526,ACC77592,Savings,Payment,Home Loan,Firm C,South,Manager 1,2024-02-17,69969.51344,112239.6879,0.258499176,481,58,2024-02,2024,Debit,226.0
37,CUST2842,ACC77638,Credit,Payment,Home Loan,Firm E,North,Manager 4,2023-06-19,21552.75673,103817.6748,0.3241043,522,185,2023-06,2023,Debit,118.0
6,CUST9754,ACC77638,Loan,Deposit,Personal Loan,Firm E,Central,Manager 4,2024-06-16,13313.60282,50492.57399,0.353603561,838,14,2024-06,2024,Credit,363.0
171,CUST2694,ACC77773,Credit,Deposit,Savings Account,Firm E,North,Manager 3,2023-06-01,72394.68812,31108.92905,0.40894204,507,97,2023-06,2023,Credit,137.0
84,CUST7173,ACC77773,Credit,Withdrawal,Home Loan,Firm E,Central,Manager 4,2023-08-23,67776.62629,58876.57941,0.664630995,435,56,2023-08,2023,Debit,83.0
3,CUST3762,ACC77773,Credit,Deposit,Savings Account,Firm D,West,Manager 2,2024-02-17,92609.55081,71983.20068,0.422500311,736,44,2024-02,2024,Credit,178.0
71,CUST5428,ACC78089,Credit,Deposit,Home Loan,Firm A,Central,Manager 2,2023-08-18,22482.36679,103456.7125,0.379095405,497,59,2023-08,2023,Credit,95.0
61,CUST2349,ACC78089,Credit,Payment,Mutual Fund,Firm A,West,Manager 4,2023-11-29,5217.094038,57184.07672,0.181040648,686,152,2023-11,2023,Debit,62.0
177,CUST5609,ACC78089,Loan,Withdrawal,Mutual Fund,Firm E,Central,Manager 1,2024-02-05,36120.47977,93329.94206,0.702837095,333,40,2024-02,2024,Debit,68.0
4,CUST9564,ACC78089,Current,Transfer,Personal Loan,Firm B,North,Manager 3,2024-06-07,100617.6866,84379.44201,0.221020148,363,90,2024-06,2024,Debit,123.0
89,CUST2699,ACC78178,Loan,Transfer,Savings Account,Firm D,South,Manager 4,2024-04-01,83694.82328,102079.9151,0.132869011,815,220,2024-04,2024,Debit,403.0
177,CUST8461,ACC78178,Current,Transfer,Savings Account,Firm D,South,Manager 1,2024-06-21,63150.82009,6930.236041,0.462565766,757,178,2024-06,2024,Debit,81.0
13,CUST7002,ACC78581,Current,Withdrawal,Mutual Fund,Firm B,South,Manager 4,2024-06-11,-2836.618108,108303.3448,0.879979365,760,137,2024-06,2024,Debit,89.0
32,CUST4769,ACC78589,Credit,Deposit,Home Loan,Firm E,East,Manager 3,2024-01-08,27040.10079,56434.13542,0.713065543,428,107,2024-01,2024,Credit,122.0
137,CUST1644,ACC80131,Loan,Deposit,Savings Account,Firm B,East,Manager 1,2023-08-22,14874.62748,100449.544,0.430868795,766,101,2023-08,2023,Credit,82.0
190,CUST6391,ACC80131,Savings,Deposit,Home Loan,Firm A,South,Manager 3,2023-11-08,73032.04008,89937.28405,0.271400891,566,101,2023-11,2023,Credit,78.0
30,CUST1768,ACC80442,Current,Withdrawal,Savings Account,Firm E,South,Manager 3,2023-08-16,12322.49792,68989.60147,0.563057355,615,159,2023-08,2023,Debit,200.0
189,CUST1768,ACC80442,Current,Payment,Savings Account,Firm C,North,Manager 1,2023-12-17,62684.69628,5942.596131,0.473898331,665,28,2023-12,2023,Debit,123.0
60,CUST3449,ACC80442,Loan,Payment,Credit Card,Firm B,South,Manager 1,2024-03-14,55978.02572,152157.1984,0.336014948,622,64,2024-03,2024,Debit,88.0
32,CUST8028,ACC82298,Loan,Payment,Home Loan,Firm E,West,Manager 2,2023-11-24,92845.54108,50399.5383,0.537084962,415,127,2023-11,2023,Debit,110.0
7,CUST1913,ACC82381,Savings,Withdrawal,Credit Card,Firm A,West,Manager 3,2023-12-30,69812.77364,113432.4753,0.34136358,738,63,2023-12,2023,Debit,69.0
108,CUST3187,ACC82381,Loan,Deposit,Mutual Fund,Firm C,East,Manager 2,2024-03-01,62278.22963,116845.2051,0.782925563,769,215,2024-03,2024,Credit,62.0
29,CUST8266,ACC82381,Loan,Deposit,Savings Account,Firm B,Central,Manager 4,2024-05-28,73484.39024,116398.6519,0.383960274,690,108,2024-05,2024,Credit,84.0
155,CUST1887,ACC82926,Savings,Deposit,Home Loan,Firm E,South,Manager 4,2024-02-21,57720.21022,108527.5279,0.624343744,759,20,2024-02,2024,Credit,249.0
188,CUST8390,ACC82947,Current,Payment,Credit Card,Firm E,South,Manager 1,2023-08-04,34263.16636,79601.70988,0.396555676,819,218,2023-08,2023,Debit,168.0
58,CUST8028,ACC82947,Savings,Transfer,Home Loan,Firm D,South,Manager 2,2024-04-25,94138.90059,54042.66751,0.712683754,716,215,2024-04,2024,Debit,185.0
166,CUST3315,ACC83005,Credit,Transfer,Mutual Fund,Firm B,Central,Manager 3,2023-11-07,10386.58783,86193.65492,0.13502857,422,130,2023-11,2023,Debit,270.0
83,CUST6549,ACC83269,Current,Withdrawal,Mutual Fund,Firm B,West,Manager 3,2023-10-19,73062.59933,57908.36361,0.327184188,749,237,2023-10,2023,Debit,140.0
117,CUST6082,ACC83269,Current,Withdrawal,Home Loan,Firm E,South,Manager 1,2024-04-21,8638.169084,74365.29079,0.458668642,421,183,2024-04,2024,Debit,185.0
19,CUST1888,ACC83581,Loan,Transfer,Home Loan,Firm B,Central,Manager 3,2023-05-26,22950.64668,100288.1344,0.406079279,504,106,2023-05,2023,Debit,110.0
53,CUST4402,ACC83581,Savings,Deposit,Credit Card,Firm B,West,Manager 4,2023-10-20,61890.75255,50162.4268,0.551151425,812,57,2023-10,2023,Credit,93.0
157,CUST2464,ACC83581,Credit,Transfer,Savings Account,Firm C,West,Manager 2,2023-12-24,51377.12523,166960.8009,0.421841991,834,165,2023-12,2023,Debit,65.0
96,CUST8279,ACC83581,Loan,Deposit,Home Loan,Firm A,Central,Manager 3,2024-03-21,47723.54764,56538.50444,0.626168172,547,161,2024-03,2024,Credit,88.0
156,CUST1121,ACC83848,Credit,Transfer,Personal Loan,Firm C,North,Manager 4,2024-03-02,13783.95425,83103.73632,0.439771628,662,66,2024-03,2024,Debit,275.0
133,CUST5500,ACC87006,Credit,Transfer,Personal Loan,Firm B,West,Manager 2,2024-05-28,45650.39477,91506.21894,0.304745151,454,23,2024-05,2024,Debit,401.0
176,CUST1042,ACC87602,Savings,Transfer,Mutual Fund,Firm E,Central,Manager 2,2023-04-19,36789.06168,100858.8877,-0.021983626,487,51,2023-04,2023,Debit,66.0
69,CUST6525,ACC88286,Savings,Payment,Personal Loan,Firm A,Central,Manager 3,2023-08-06,26279.51597,88180.00062,0.028400256,785,108,2023-08,2023,Debit,74.0
41,CUST4763,ACC88286,Loan,Deposit,Personal Loan,Firm B,Central,Manager 1,2024-02-04,-5498.094108,126919.5589,0.473967124,716,128,2024-02,2024,Credit,123.0
75,CUST3725,ACC88286,Savings,Transfer,Credit Card,Firm A,North,Manager 2,2024-06-22,96977.59489,109659.5338,0.525932877,323,234,2024-06,2024,Debit,135.0
127,CUST8266,ACC88449,Current,Payment,Credit Card,Firm D,West,Manager 3,2023-07-01,66690.23305,45759.34789,0.84267986,847,115,2023-07,2023,Debit,130.0
89,CUST1962,ACC88449,Credit,Withdrawal,Credit Card,Firm C,East,Manager 4,2024-02-04,57066.9436,42309.8277,0.527614379,488,179,2024-02,2024,Debit,218.0
87,CUST4780,ACC88516,Current,Payment,Personal Loan,Firm B,South,Manager 3,2024-03-01,30731.93506,64531.45263,0.288142596,335,227,2024-03,2024,Debit,157.0
39,CUST3131,ACC90887,Loan,Payment,Home Loan,Firm C,South,Manager 1,2023-08-16,64644.86493,95962.48088,0.459471154,457,227,2023-08,2023,Debit,121.0
172,CUST8250,ACC90887,Current,Withdrawal,Home Loan,Firm D,East,Manager 3,2024-01-01,-8402.732201,56723.99805,0.396430614,702,171,2024-01,2024,Debit,73.0
45,CUST7651,ACC91220,Loan,Deposit,Home Loan,Firm D,North,Manager 4,2024-02-21,40435.59939,147926.4165,0.155613368,436,42,2024-02,2024,Credit,265.0
180,CUST4438,ACC91723,Credit,Withdrawal,Credit Card,Firm C,West,Manager 4,2023-10-26,18055.24235,156464.7588,0.379032895,336,108,2023-10,2023,Debit,99.0
76,CUST7493,ACC91723,Savings,Payment,Home Loan,Firm E,East,Manager 1,2024-03-01,98264.75157,135415.8488,0.327495946,468,120,2024-03,2024,Debit,122.0
197,CUST5351,ACC92360,Savings,Transfer,Savings Account,Firm D,North,Manager 1,2023-08-04,63155.05251,71220.48878,0.394949063,467,232,2023-08,2023,Debit,70.0
10,CUST8461,ACC92360,Loan,Deposit,Credit Card,Firm C,South,Manager 4,2024-04-16,116468.7483,94608.84962,1.116346677,849,50,2024-04,2024,Credit,223.0
159,CUST3015,ACC92558,Savings,Payment,Savings Account,Firm A,Central,Manager 3,2023-05-05,101394.4973,26763.90303,0.387198015,624,34,2023-05,2023,Debit,89.0
119,CUST6525,ACC92558,Loan,Transfer,Home Loan,Firm B,West,Manager 4,2023-11-07,76553.67701,102730.2385,0.556179333,787,79,2023-11,2023,Debit,186.0
2,CUST6525,ACC92558,Credit,Payment,Personal Loan,Firm E,South,Manager 1,2024-03-23,43787.15815,33199.98936,0.316435472,747,85,2024-03,2024,Debit,137.0
52,CUST1189,ACC94203,Current,Deposit,Personal Loan,Firm B,East,Manager 1,2024-01-20,44471.93838,58507.88938,0.63048751,581,174,2024-01,2024,Credit,272.0
67,CUST5610,ACC94242,Credit,Transfer,Savings Account,Firm E,Central,Manager 2,2023-08-16,56871.65143,157730.2153,0.576156452,506,178,2023-08,2023,Debit,171.0
100,CUST4794,ACC94242,Savings,Transfer,Mutual Fund,Firm B,South,Manager 2,2023-11-19,69180.93109,31451.69193,0.865635422,436,78,2023-11,2023,Debit,94.0
138,CUST5894,ACC95164,Loan,Deposit,Savings Account,Firm E,Central,Manager 2,2023-07-19,36165.04064,123420.5588,0.592412716,505,46,2023-07,2023,Credit,131.0
47,CUST1749,ACC95164,Current,Withdrawal,Personal Loan,Firm A,North,Manager 1,2023-10-20,51893.68271,124806.8968,0.477213633,793,139,2023-10,2023,Debit,93.0
117,CUST3041,ACC95164,Credit,Deposit,Credit Card,Firm A,West,Manager 3,2024-04-06,142081.629,60296.30589,0.368575915,560,104,2024-04,2024,Credit,169.0
197,CUST3069,ACC95774,Current,Deposit,Credit Card,Firm C,East,Manager 1,2023-09-19,102958.1893,112767.6622,0.386169138,448,202,2023-09,2023,Credit,127.0
2,CUST3187,ACC95774,Loan,Transfer,Mutual Fund,Firm E,West,Manager 3,2024-03-19,25389.3097,123826.3254,0.18664042,325,9,2024-03,2024,Debit,182.0
102,CUST3109,ACC96277,Savings,Deposit,Mutual Fund,Firm B,North,Manager 4,2023-12-17,94924.35912,56670.15864,0.78898946,686,130,2023-12,2023,Credit,145.0
163,CUST1840,ACC96277,Credit,Payment,Savings Account,Firm A,Central,Manager 2,2024-06-08,29815.97431,69587.26097,0.602672418,566,83,2024-06,2024,Debit,174.0
86,CUST6947,ACC96868,Credit,Transfer,Mutual Fund,Firm A,South,Manager 4,2023-09-10,20346.6254,58645.04941,0.078654744,802,219,2023-09,2023,Debit,146.0
2,CUST5664,ACC97225,Current,Payment,Credit Card,Firm A,Central,Manager 3,2023-05-12,36436.36323,57386.06297,0.50750258,364,37,2023-05,2023,Debit,63.0
69,CUST1776,ACC97225,Credit,Payment,Credit Card,Firm A,South,Manager 3,2024-03-22,31324.57163,85716.07828,0.580946089,316,129,2024-03,2024,Debit,236.0
64,CUST5610,ACC97411,Loan,Deposit,Credit Card,Firm C,Central,Manager 2,2024-04-25,95804.73607,82355.32469,0.458424686,637,67,2024-04,2024,Credit,227.0
59,CUST3006,ACC99117,Savings,Withdrawal,Mutual Fund,Firm D,Central,Manager 1,2023-08-18,25157.06696,61001.12467,0.43546146,655,64,2023-08,2023,Debit,183.0
112,CUST7887,ACC99117,Loan,Withdrawal,Mutual Fund,Firm B,North,Manager 1,2024-05-02,42689.8457,99998.1843,0.460567008,311,160,2024-05,2024,Debit,219.0
95,CUST1497,ACC99409,Credit,Transfer,Mutual Fund,Firm D,East,Manager 3,2023-06-01,63021.36122,32709.23813,0.716030547,310,218,2023-06,2023,Debit,85.0
193,CUST9066,ACC99409,Loan,Payment,Savings Account,Firm A,South,Manager 3,2023-10-04,41067.1941,127833.4649,0.132467899,473,219,2023-10,2023,Debit,125.0
